periode_data;nama_sungai;nama_lokasi;parameter;satuan;nilai
201509;SUNGAI CILIWUNG;MANGGARAI;FENOL;?/L;-
201509;SUNGAI CILIWUNG;MANGGARAI;MINYAK LEMAK;?/L;0.42
201509;SUNGAI CILIWUNG;MANGGARAI;DETERGEN;?/L;1.01
201509;SUNGAI CILIWUNG;MANGGARAI;FECAL COLIFORM;JMLH/100ML;40000000
201509;SUNGAI CILIWUNG;MANGGARAI;TOTAL COLIFORM;JMLH/100ML;85000000
201509;SUNGAI CILIWUNG;MANGGARAI;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;MANGGARAI;H2S;MG/L;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;RESIDU TERLARUT;MG/L;315
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;RESIDU TERSUSPENSI;MG/L;44
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;PH;-;7.3
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;DHL;MG/L;590
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;TDS;MG/L;315
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;TSS;MG/L;44
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;DO;MG/L;0.73
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;BOD;MG/L;10.59
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;COD;MG/L;77.67
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;NO2;MG/L;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;NO3;MG/L;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;NH3;MG/L;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;KLORIN BEBAS;MG/L;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;T-P JUMLAH;-;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;T-P;MG/L;1.59
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;FENOL;?/L;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;MINYAK LEMAK;?/L;0.42
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;DETERGEN;?/L;1.37
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;FECAL COLIFORM;JMLH/100ML;1000000
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;TOTAL COLIFORM;JMLH/100ML;7400000
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;JL.AURI TAMAN BUNGA/CIBUBUR;H2S;MG/L;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;RESIDU TERLARUT;MG/L;568
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;RESIDU TERSUSPENSI;MG/L;119
201509;SUNGAI CILIWUNG;JL. PONDOK GEDE TOL TMII/KRAMAT JATI;PH;-;7.5
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;KOORDINAT DERAJAT LINTANG;-;6
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;DHL;MG/L;4140
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;PH;-;7.3
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;RESIDU TERSUSPENSI;MG/L;126
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;RESIDU TERLARUT;MG/L;2160
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;TEMPERATUR;CELCIUS;-
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;WAKTU SAMPLING;-;-
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI KAMAL;JEMBATAN SI MANIS;KOORDINAT DERAJAT LINTANG;-;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;H2S;MG/L;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;SIANIDA;MG/L;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;TOTAL COLIFORM;JMLH/100ML;10300000
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;FECAL COLIFORM;JMLH/100ML;3900000
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;DETERGEN;?/L;0.59
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;MINYAK LEMAK;?/L;0.16
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;FENOL;?/L;-
201509;DAERAH ALIRAN SUNGAI PETUKANGAN DAN SEPAK;JL. UTAN KAYU KEMAYORAN;T-P;MG/L;2.21
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;KOORDINAT MENIT LINTANG;-;20
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;KOORDINAT DETIK LINTANG;-;56.2
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;KOORDINAT DERAJAT BUJUR TIMUR;-;106
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;KOORDINAT MENIT BUJUR TIMUR;-;50
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;KOORDINAT DETIK BUJUR TIMUR;-;18.2
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;RESIDU TERLARUT;MG/L;132
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;RESIDU TERSUSPENSI;MG/L;12
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;PH;-;7.3
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;DHL;MG/L;246
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;TDS;MG/L;132
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;TSS;MG/L;12
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;DO;MG/L;5.8
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;BOD;MG/L;4.55
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;COD;MG/L;15.53
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;NO2;MG/L;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;NO3;MG/L;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;NH3;MG/L;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;KLORIN BEBAS;MG/L;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;T-P JUMLAH;-;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;T-P;MG/L;0.17
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;FENOL;?/L;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;MINYAK LEMAK;?/L;TIDAK TERDEFINISI
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;DETERGEN;?/L;0.28
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;FECAL COLIFORM;JMLH/100ML;3
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;TOTAL COLIFORM;JMLH/100ML;24
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;KELAPA DUA/SRENGSENG SAWAH;H2S;MG/L;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;KOORDINAT DERAJAT LINTANG;-;6
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;KOORDINAT MENIT LINTANG;-;17
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;KOORDINAT DETIK LINTANG;-;34.2
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;KOORDINAT DERAJAT BUJUR TIMUR;-;106
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;KOORDINAT MENIT BUJUR TIMUR;-;54
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;KOORDINAT DETIK BUJUR TIMUR;-;12.5
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;RESIDU TERLARUT;MG/L;155
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;RESIDU TERSUSPENSI;MG/L;14
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;PH;-;7.4
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;DHL;MG/L;291
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;TDS;MG/L;155
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;TSS;MG/L;14
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;DO;MG/L;6.08
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;BOD;MG/L;5.35
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;COD;MG/L;15.53
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;NO2;MG/L;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;NO3;MG/L;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;NH3;MG/L;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;KLORIN BEBAS;MG/L;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;T-P JUMLAH;-;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;T-P;MG/L;0.21
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;FENOL;?/L;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;MINYAK LEMAK;?/L;0.25
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;DETERGEN;?/L;0.17
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;FECAL COLIFORM;JMLH/100ML;5
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;TOTAL COLIFORM;JMLH/100ML;28
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;INTAKE PAM CONDET/KAMPUNG GEDONG;H2S;MG/L;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;KOORDINAT DERAJAT LINTANG;-;6
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;KOORDINAT MENIT LINTANG;-;13
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;KOORDINAT DETIK LINTANG;-;53.5
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;KOORDINAT DERAJAT BUJUR TIMUR;-;106
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;KOORDINAT MENIT BUJUR TIMUR;-;51
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;KOORDINAT DETIK BUJUR TIMUR;-;48.6
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;RESIDU TERLARUT;MG/L;175
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;RESIDU TERSUSPENSI;MG/L;36
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;PH;-;7.3
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;DHL;MG/L;328
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;TDS;MG/L;175
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;TSS;MG/L;36
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;DO;MG/L;1.46
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;BOD;MG/L;11.16
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;COD;MG/L;31.07
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;NO2;MG/L;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;NO3;MG/L;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;NH3;MG/L;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;KLORIN BEBAS;MG/L;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;T-P JUMLAH;-;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;T-P;MG/L;0.2
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;FENOL;?/L;-
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;MINYAK LEMAK;?/L;0.14
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;DETERGEN;?/L;0.48
201509;SUNGAI CILIWUNG;KAMPUNG MELAYU DALAM;FECAL COLIFORM;JMLH/100ML;46
201509;SUNGAI CILIWUNG;JEMB. PANTAI INDAH KAPUK/MUARA ANGKE;MINYAK LEMAK;?/L;TIDAK TERDEFINISI
201509;SUNGAI CILIWUNG;JEMB. PANTAI INDAH KAPUK/MUARA ANGKE;DETERGEN;?/L;0.79
201509;SUNGAI CILIWUNG;JEMB. PANTAI INDAH KAPUK/MUARA ANGKE;FECAL COLIFORM;JMLH/100ML;1100000
201509;SUNGAI CILIWUNG;JEMB. PANTAI INDAH KAPUK/MUARA ANGKE;TOTAL COLIFORM;JMLH/100ML;4000000
201509;SUNGAI CILIWUNG;JEMB. PANTAI INDAH KAPUK/MUARA ANGKE;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;JEMB. PANTAI INDAH KAPUK/MUARA ANGKE;H2S;MG/L;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;RESIDU TERLARUT;MG/L;315
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;RESIDU TERSUSPENSI;MG/L;119
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;PH;-;5.6
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;DHL;MG/L;596
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;TDS;MG/L;315
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;TSS;MG/L;119
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;DO;MG/L;0
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;BOD;MG/L;62.27
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;COD;MG/L;266.67
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;NO2;MG/L;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;NO3;MG/L;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;NH3;MG/L;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;KLORIN BEBAS;MG/L;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;T-P JUMLAH;-;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;T-P;MG/L;1.38
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;FENOL;?/L;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;MINYAK LEMAK;?/L;1.12
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;DETERGEN;?/L;1.09
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;FECAL COLIFORM;JMLH/100ML;5300000
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;TOTAL COLIFORM;JMLH/100ML;16300000
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;JL.KOMP ZENI/SRENGSENG SAWAH;H2S;MG/L;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;RESIDU TERLARUT;MG/L;391
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;RESIDU TERSUSPENSI;MG/L;108
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;PH;-;6.8
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;DHL;MG/L;735
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;TDS;MG/L;391
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;TSS;MG/L;108
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;DO;MG/L;0
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;BOD;MG/L;47.39
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;COD;MG/L;266.67
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;NO2;MG/L;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;NO3;MG/L;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;NH3;MG/L;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;KLORIN BEBAS;MG/L;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;T-P JUMLAH;-;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;T-P;MG/L;1.88
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;FENOL;?/L;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;MINYAK LEMAK;?/L;0.29
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;DETERGEN;?/L;1.75
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;FECAL COLIFORM;JMLH/100ML;27000000
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;TOTAL COLIFORM;JMLH/100ML;62000000
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;BELAKANG PASAR MINGGU;H2S;MG/L;-
201509;SUNGAI CILIWUNG;MANGGARAI;KOORDINAT DERAJAT LINTANG;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;KOORDINAT MENIT LINTANG;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;KOORDINAT DETIK LINTANG;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;KOORDINAT DERAJAT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;KOORDINAT MENIT BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;KOORDINAT DETIK BUJUR TIMUR;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;WAKTU SAMPLING;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;TEMPERATUR;CELCIUS;-
201509;SUNGAI CILIWUNG;MANGGARAI;RESIDU TERLARUT;MG/L;368
201509;SUNGAI CILIWUNG;MANGGARAI;RESIDU TERSUSPENSI;MG/L;62
201509;SUNGAI CILIWUNG;MANGGARAI;PH;-;7.3
201509;SUNGAI CILIWUNG;MANGGARAI;DHL;MG/L;693
201509;SUNGAI CILIWUNG;MANGGARAI;TDS;MG/L;368
201509;SUNGAI CILIWUNG;MANGGARAI;TSS;MG/L;62
201509;SUNGAI CILIWUNG;MANGGARAI;DO;MG/L;0
201509;SUNGAI CILIWUNG;MANGGARAI;BOD;MG/L;11.79
201509;SUNGAI CILIWUNG;MANGGARAI;COD;MG/L;109.8
201509;SUNGAI CILIWUNG;MANGGARAI;NO2;MG/L;-
201509;SUNGAI CILIWUNG;MANGGARAI;NO3;MG/L;-
201509;SUNGAI CILIWUNG;MANGGARAI;NH3;MG/L;-
201509;SUNGAI CILIWUNG;MANGGARAI;KLORIN BEBAS;MG/L;-
201509;SUNGAI CILIWUNG;MANGGARAI;T-P JUMLAH;-;-
201509;SUNGAI CILIWUNG;MANGGARAI;T-P;MG/L;1.45
201509;SUNGAI CILIWUNG;SEBELUM PINTU AIR MANGGARAI;MINYAK LEMAK;?/L;0.34
201509;SUNGAI CILIWUNG;SEBELUM PINTU AIR MANGGARAI;DETERGEN;?/L;0.59
201509;SUNGAI CILIWUNG;SEBELUM PINTU AIR MANGGARAI;FECAL COLIFORM;JMLH/100ML;290
201509;SUNGAI CILIWUNG;SEBELUM PINTU AIR MANGGARAI;TOTAL COLIFORM;JMLH/100ML;860
201509;SUNGAI CILIWUNG;SEBELUM PINTU AIR MANGGARAI;SIANIDA;MG/L;-
201509;SUNGAI CILIWUNG;SEBELUM PINTU AIR MANGGARAI;H2S;MG/L;-
201509;SUNGAI CILIWUNG;JL. HALIMUN;KOORDINAT DERAJAT LINTANG;-;6
201509;SUNGAI CILIWUNG;JL. HALIMUN;KOORDINAT MENIT LINTANG;-;12
201509;SUNGAI CILIWUNG;JL. HALIMUN;KOORDINAT DETIK LINTANG;-;16.9
201509;SUNGAI CILIWUNG;JL. HALIMUN;KOORDINAT DERAJAT BUJUR TIMUR;-;106
201509;SUNGAI CILIWUNG;JL. HALIMUN;KOORDINAT MENIT BUJUR TIMUR;-;50
