tanggal,stasiun,ndvi
2010-01-13,DKI2,0.1098
2010-01-13,DKI3,0.33430000000000004
2010-01-13,DKI4,0.466025
2010-01-13,DKI5,0.456225
2010-01-14,DKI1,0.21944375
2010-01-14,DKI2,0.111125
2010-01-14,DKI3,0.31772500000000004
2010-01-14,DKI4,0.46214375
2010-01-14,DKI5,0.46336875
2010-01-15,DKI1,0.2207625
2010-01-15,DKI2,0.11245
2010-01-15,DKI3,0.30115000000000003
2010-01-15,DKI4,0.4582625
2010-01-15,DKI5,0.4705125
2010-01-16,DKI1,0.22208124999999998
2010-01-16,DKI2,0.11377499999999999
2010-01-16,DKI3,0.284575
2010-01-16,DKI4,0.45438125
2010-01-16,DKI5,0.47765625
2010-01-17,DKI1,0.2234
2010-01-17,DKI2,0.1151
2010-01-17,DKI3,0.268
2010-01-17,DKI4,0.4505
2010-01-17,DKI5,0.4848
2010-01-18,DKI1,0.2211
2010-01-18,DKI2,0.12741249999999998
2010-01-18,DKI3,0.29078125
2010-01-18,DKI4,0.4295875
2010-01-18,DKI5,0.4901875
2010-01-19,DKI1,0.2188
2010-01-19,DKI2,0.139725
2010-01-19,DKI3,0.3135625
2010-01-19,DKI4,0.408675
2010-01-19,DKI5,0.495575
2010-01-20,DKI1,0.2165
2010-01-20,DKI2,0.1520375
2010-01-20,DKI3,0.33634375
2010-01-20,DKI4,0.3877625
2010-01-20,DKI5,0.5009625
2010-01-21,DKI1,0.2142
2010-01-21,DKI2,0.16435
2010-01-21,DKI3,0.359125
2010-01-21,DKI4,0.36685
2010-01-21,DKI5,0.50635
2010-01-22,DKI1,0.21189999999999998
2010-01-22,DKI2,0.1766625
2010-01-22,DKI3,0.38190625
2010-01-22,DKI4,0.3459375
2010-01-22,DKI5,0.5117375
2010-01-23,DKI1,0.20959999999999998
2010-01-23,DKI2,0.188975
2010-01-23,DKI3,0.4046875
2010-01-23,DKI4,0.325025
2010-01-23,DKI5,0.517125
2010-01-24,DKI1,0.20729999999999998
2010-01-24,DKI2,0.2012875
2010-01-24,DKI3,0.42746874999999995
2010-01-24,DKI4,0.3041125
2010-01-24,DKI5,0.5225124999999999
2010-01-25,DKI1,0.205
2010-01-25,DKI2,0.2136
2010-01-25,DKI3,0.45025
2010-01-25,DKI4,0.2832
2010-01-25,DKI5,0.5279
2010-01-26,DKI1,0.2027
2010-01-26,DKI2,0.22591250000000002
2010-01-26,DKI3,0.47303125
2010-01-26,DKI4,0.2622875
2010-01-26,DKI5,0.5332875
2010-01-27,DKI1,0.2004
2010-01-27,DKI2,0.23822500000000002
2010-01-27,DKI3,0.4958125
2010-01-27,DKI4,0.241375
2010-01-27,DKI5,0.538675
2010-01-28,DKI1,0.1981
2010-01-28,DKI2,0.2505375
2010-01-28,DKI3,0.51859375
2010-01-28,DKI4,0.2204625
2010-01-28,DKI5,0.5440625
2010-01-29,DKI1,0.19579999999999997
2010-01-29,DKI2,0.26285
2010-01-29,DKI3,0.5413749999999999
2010-01-29,DKI4,0.19955
2010-01-29,DKI5,0.54945
2010-01-30,DKI1,0.19349999999999998
2010-01-30,DKI2,0.2751625
2010-01-30,DKI3,0.5641562499999999
2010-01-30,DKI4,0.1786375
2010-01-30,DKI5,0.5548375
2010-01-31,DKI1,0.19119999999999998
2010-01-31,DKI2,0.287475
2010-01-31,DKI3,0.5869374999999999
2010-01-31,DKI4,0.157725
2010-01-31,DKI5,0.560225
2010-02-01,DKI1,0.18889999999999998
2010-02-01,DKI2,0.2997875
2010-02-01,DKI3,0.60971875
2010-02-01,DKI4,0.1368125
2010-02-01,DKI5,0.5656125
2010-02-02,DKI1,0.1866
2010-02-02,DKI2,0.3121
2010-02-02,DKI3,0.6325
2010-02-02,DKI4,0.1159
2010-02-02,DKI5,0.571
2010-02-03,DKI1,0.1858375
2010-02-03,DKI2,0.30756249999999996
2010-02-03,DKI3,0.6291249999999999
2010-02-03,DKI4,0.14551875
2010-02-03,DKI5,0.5622375
2010-02-04,DKI1,0.185075
2010-02-04,DKI2,0.303025
2010-02-04,DKI3,0.6257499999999999
2010-02-04,DKI4,0.1751375
2010-02-04,DKI5,0.5534749999999999
2010-02-05,DKI1,0.1843125
2010-02-05,DKI2,0.2984875
2010-02-05,DKI3,0.622375
2010-02-05,DKI4,0.20475625
2010-02-05,DKI5,0.5447124999999999
2010-02-06,DKI1,0.18355
2010-02-06,DKI2,0.29395
2010-02-06,DKI3,0.619
2010-02-06,DKI4,0.234375
2010-02-06,DKI5,0.5359499999999999
2010-02-07,DKI1,0.1827875
2010-02-07,DKI2,0.28941249999999996
2010-02-07,DKI3,0.615625
2010-02-07,DKI4,0.26399375
2010-02-07,DKI5,0.5271874999999999
2010-02-08,DKI1,0.182025
2010-02-08,DKI2,0.284875
2010-02-08,DKI3,0.61225
2010-02-08,DKI4,0.2936125
2010-02-08,DKI5,0.518425
2010-02-09,DKI1,0.1812625
2010-02-09,DKI2,0.2803375
2010-02-09,DKI3,0.6088749999999999
2010-02-09,DKI4,0.32323124999999997
2010-02-09,DKI5,0.5096625
2010-02-10,DKI1,0.1805
2010-02-10,DKI2,0.2758
2010-02-10,DKI3,0.6054999999999999
2010-02-10,DKI4,0.35285
2010-02-10,DKI5,0.5009
2010-02-11,DKI1,0.1797375
2010-02-11,DKI2,0.27126249999999996
2010-02-11,DKI3,0.602125
2010-02-11,DKI4,0.38246875
2010-02-11,DKI5,0.4921375
2010-02-12,DKI1,0.178975
2010-02-12,DKI2,0.266725
2010-02-12,DKI3,0.59875
2010-02-12,DKI4,0.4120875
2010-02-12,DKI5,0.483375
2010-02-13,DKI1,0.1782125
2010-02-13,DKI2,0.2621875
2010-02-13,DKI3,0.595375
2010-02-13,DKI4,0.44170624999999997
2010-02-13,DKI5,0.4746125
2010-02-14,DKI1,0.17745
2010-02-14,DKI2,0.25765
2010-02-14,DKI3,0.592
2010-02-14,DKI4,0.471325
2010-02-14,DKI5,0.46585
2010-02-15,DKI1,0.1766875
2010-02-15,DKI2,0.25311249999999996
2010-02-15,DKI3,0.588625
2010-02-15,DKI4,0.50094375
2010-02-15,DKI5,0.4570875
2010-02-16,DKI1,0.175925
2010-02-16,DKI2,0.248575
2010-02-16,DKI3,0.58525
2010-02-16,DKI4,0.5305625
2010-02-16,DKI5,0.448325
2010-02-17,DKI1,0.1751625
2010-02-17,DKI2,0.2440375
2010-02-17,DKI3,0.581875
2010-02-17,DKI4,0.56018125
2010-02-17,DKI5,0.4395625
2010-02-18,DKI1,0.1744
2010-02-18,DKI2,0.2395
2010-02-18,DKI3,0.5785
2010-02-18,DKI4,0.5898
2010-02-18,DKI5,0.4308
2010-02-19,DKI1,0.17154375
2010-02-19,DKI2,0.24086875
2010-02-19,DKI3,0.57389375
2010-02-19,DKI4,0.58194375
2010-02-19,DKI5,0.43138125
2010-02-20,DKI1,0.1686875
2010-02-20,DKI2,0.2422375
2010-02-20,DKI3,0.5692875000000001
2010-02-20,DKI4,0.5740875
2010-02-20,DKI5,0.4319625
2010-02-21,DKI1,0.16583125
2010-02-21,DKI2,0.24360625
2010-02-21,DKI3,0.56468125
2010-02-21,DKI4,0.56623125
2010-02-21,DKI5,0.43254375
2010-02-22,DKI1,0.162975
2010-02-22,DKI2,0.244975
2010-02-22,DKI3,0.560075
2010-02-22,DKI4,0.558375
2010-02-22,DKI5,0.433125
2010-02-23,DKI1,0.16011875
2010-02-23,DKI2,0.24634375
2010-02-23,DKI3,0.5554687500000001
2010-02-23,DKI4,0.55051875
2010-02-23,DKI5,0.43370625
2010-02-24,DKI1,0.1572625
2010-02-24,DKI2,0.2477125
2010-02-24,DKI3,0.5508625
2010-02-24,DKI4,0.5426625
2010-02-24,DKI5,0.4342875
2010-02-25,DKI1,0.15440625
2010-02-25,DKI2,0.24908125
2010-02-25,DKI3,0.54625625
2010-02-25,DKI4,0.53480625
2010-02-25,DKI5,0.43486875
2010-02-26,DKI1,0.15155000000000002
2010-02-26,DKI2,0.25045
2010-02-26,DKI3,0.54165
2010-02-26,DKI4,0.52695
2010-02-26,DKI5,0.43545
2010-02-27,DKI1,0.14869375
2010-02-27,DKI2,0.25181875
2010-02-27,DKI3,0.53704375
2010-02-27,DKI4,0.51909375
2010-02-27,DKI5,0.43603125
2010-02-28,DKI1,0.1458375
2010-02-28,DKI2,0.2531875
2010-02-28,DKI3,0.5324375
2010-02-28,DKI4,0.5112375
2010-02-28,DKI5,0.4366125
2010-03-01,DKI1,0.14298125
2010-03-01,DKI2,0.25455625000000004
2010-03-01,DKI3,0.52783125
2010-03-01,DKI4,0.50338125
2010-03-01,DKI5,0.43719375
2010-03-02,DKI1,0.140125
2010-03-02,DKI2,0.255925
2010-03-02,DKI3,0.523225
2010-03-02,DKI4,0.495525
2010-03-02,DKI5,0.437775
2010-03-03,DKI1,0.13726875
2010-03-03,DKI2,0.25729375
2010-03-03,DKI3,0.51861875
2010-03-03,DKI4,0.48766875
2010-03-03,DKI5,0.43835625
2010-03-04,DKI1,0.1344125
2010-03-04,DKI2,0.2586625
2010-03-04,DKI3,0.5140125
2010-03-04,DKI4,0.4798125
2010-03-04,DKI5,0.4389375
2010-03-05,DKI1,0.13155625
2010-03-05,DKI2,0.26003125000000005
2010-03-05,DKI3,0.5094062500000001
2010-03-05,DKI4,0.47195625
2010-03-05,DKI5,0.43951875
2010-03-06,DKI1,0.1287
2010-03-06,DKI2,0.2614
2010-03-06,DKI3,0.5048
2010-03-06,DKI4,0.4641
2010-03-06,DKI5,0.4401
2010-03-07,DKI1,0.134625
2010-03-07,DKI2,0.26319375
2010-03-07,DKI3,0.5103625
2010-03-07,DKI4,0.46253125
2010-03-07,DKI5,0.43841874999999997
2010-03-08,DKI1,0.14055
2010-03-08,DKI2,0.26498750000000004
2010-03-08,DKI3,0.515925
2010-03-08,DKI4,0.4609625
2010-03-08,DKI5,0.4367375
2010-03-09,DKI1,0.14647500000000002
2010-03-09,DKI2,0.26678125
2010-03-09,DKI3,0.5214875
2010-03-09,DKI4,0.45939375
2010-03-09,DKI5,0.43505625
2010-03-10,DKI1,0.1524
2010-03-10,DKI2,0.268575
2010-03-10,DKI3,0.52705
2010-03-10,DKI4,0.45782500000000004
2010-03-10,DKI5,0.433375
2010-03-11,DKI1,0.158325
2010-03-11,DKI2,0.27036875000000005
2010-03-11,DKI3,0.5326125
2010-03-11,DKI4,0.45625625000000003
2010-03-11,DKI5,0.43169375
2010-03-12,DKI1,0.16425
2010-03-12,DKI2,0.27216250000000003
2010-03-12,DKI3,0.5381750000000001
2010-03-12,DKI4,0.4546875
2010-03-12,DKI5,0.4300125
2010-03-13,DKI1,0.17017500000000002
2010-03-13,DKI2,0.27395625
2010-03-13,DKI3,0.5437375
2010-03-13,DKI4,0.45311875
2010-03-13,DKI5,0.42833125
2010-03-14,DKI1,0.1761
2010-03-14,DKI2,0.27575000000000005
2010-03-14,DKI3,0.5493
2010-03-14,DKI4,0.45155
2010-03-14,DKI5,0.42665
2010-03-15,DKI1,0.182025
2010-03-15,DKI2,0.27754375000000003
2010-03-15,DKI3,0.5548625
2010-03-15,DKI4,0.44998125
2010-03-15,DKI5,0.42496875
2010-03-16,DKI1,0.18795
2010-03-16,DKI2,0.2793375
2010-03-16,DKI3,0.560425
2010-03-16,DKI4,0.4484125
2010-03-16,DKI5,0.4232875
2010-03-17,DKI1,0.19387500000000002
2010-03-17,DKI2,0.28113125
2010-03-17,DKI3,0.5659875
2010-03-17,DKI4,0.44684375
2010-03-17,DKI5,0.42160625
2010-03-18,DKI1,0.1998
2010-03-18,DKI2,0.28292500000000004
2010-03-18,DKI3,0.57155
2010-03-18,DKI4,0.445275
2010-03-18,DKI5,0.419925
2010-03-19,DKI1,0.205725
2010-03-19,DKI2,0.28471875
2010-03-19,DKI3,0.5771125
2010-03-19,DKI4,0.44370625
2010-03-19,DKI5,0.41824375
2010-03-20,DKI1,0.21165
2010-03-20,DKI2,0.2865125
2010-03-20,DKI3,0.582675
2010-03-20,DKI4,0.4421375
2010-03-20,DKI5,0.4165625
2010-03-21,DKI1,0.21757500000000002
2010-03-21,DKI2,0.28830625000000004
2010-03-21,DKI3,0.5882375
2010-03-21,DKI4,0.44056875
2010-03-21,DKI5,0.41488125000000003
2010-03-22,DKI1,0.2235
2010-03-22,DKI2,0.2901
2010-03-22,DKI3,0.5938
2010-03-22,DKI4,0.439
2010-03-22,DKI5,0.4132
2010-03-23,DKI1,0.22344375
2010-03-23,DKI2,0.289125
2010-03-23,DKI3,0.5915375
2010-03-23,DKI4,0.44345625
2010-03-23,DKI5,0.41625
2010-03-24,DKI1,0.22338750000000002
2010-03-24,DKI2,0.28815
2010-03-24,DKI3,0.589275
2010-03-24,DKI4,0.4479125
2010-03-24,DKI5,0.4193
2010-03-25,DKI1,0.22333125
2010-03-25,DKI2,0.287175
2010-03-25,DKI3,0.5870124999999999
2010-03-25,DKI4,0.45236875
2010-03-25,DKI5,0.42235
2010-03-26,DKI1,0.223275
2010-03-26,DKI2,0.2862
2010-03-26,DKI3,0.58475
2010-03-26,DKI4,0.456825
2010-03-26,DKI5,0.4254
2010-03-27,DKI1,0.22321875
2010-03-27,DKI2,0.285225
2010-03-27,DKI3,0.5824875
2010-03-27,DKI4,0.46128125
2010-03-27,DKI5,0.42845
2010-03-28,DKI1,0.22316249999999999
2010-03-28,DKI2,0.28425
2010-03-28,DKI3,0.580225
2010-03-28,DKI4,0.46573749999999997
2010-03-28,DKI5,0.4315
2010-03-29,DKI1,0.22310625
2010-03-29,DKI2,0.283275
2010-03-29,DKI3,0.5779624999999999
2010-03-29,DKI4,0.47019374999999997
2010-03-29,DKI5,0.43455
2010-03-30,DKI1,0.22305
2010-03-30,DKI2,0.2823
2010-03-30,DKI3,0.5757
2010-03-30,DKI4,0.47465
2010-03-30,DKI5,0.4376
2010-03-31,DKI1,0.22299375
2010-03-31,DKI2,0.28132500000000005
2010-03-31,DKI3,0.5734375
2010-03-31,DKI4,0.47910624999999996
2010-03-31,DKI5,0.44065000000000004
2010-04-01,DKI1,0.2229375
2010-04-01,DKI2,0.28035000000000004
2010-04-01,DKI3,0.571175
2010-04-01,DKI4,0.4835625
2010-04-01,DKI5,0.44370000000000004
2010-04-02,DKI1,0.22288125
2010-04-02,DKI2,0.27937500000000004
2010-04-02,DKI3,0.5689124999999999
2010-04-02,DKI4,0.48801875
2010-04-02,DKI5,0.44675000000000004
2010-04-03,DKI1,0.222825
2010-04-03,DKI2,0.27840000000000004
2010-04-03,DKI3,0.56665
2010-04-03,DKI4,0.492475
2010-04-03,DKI5,0.44980000000000003
2010-04-04,DKI1,0.22276875
2010-04-04,DKI2,0.27742500000000003
2010-04-04,DKI3,0.5643875
2010-04-04,DKI4,0.49693125
2010-04-04,DKI5,0.45285000000000003
2010-04-05,DKI1,0.22271249999999998
2010-04-05,DKI2,0.27645000000000003
2010-04-05,DKI3,0.562125
2010-04-05,DKI4,0.5013875
2010-04-05,DKI5,0.4559
2010-04-06,DKI1,0.22265625
2010-04-06,DKI2,0.275475
2010-04-06,DKI3,0.5598624999999999
2010-04-06,DKI4,0.5058437499999999
2010-04-06,DKI5,0.45895
2010-04-07,DKI1,0.2226
2010-04-07,DKI2,0.2745
2010-04-07,DKI3,0.5576
2010-04-07,DKI4,0.5103
2010-04-07,DKI5,0.462
2010-04-08,DKI1,0.21918749999999998
2010-04-08,DKI2,0.26966875
2010-04-08,DKI3,0.5571625
2010-04-08,DKI4,0.50715625
2010-04-08,DKI5,0.45731875
2010-04-09,DKI1,0.215775
2010-04-09,DKI2,0.2648375
2010-04-09,DKI3,0.556725
2010-04-09,DKI4,0.5040125
2010-04-09,DKI5,0.4526375
2010-04-10,DKI1,0.2123625
2010-04-10,DKI2,0.26000625
2010-04-10,DKI3,0.5562874999999999
2010-04-10,DKI4,0.50086875
2010-04-10,DKI5,0.44795625
2010-04-11,DKI1,0.20895
2010-04-11,DKI2,0.25517500000000004
2010-04-11,DKI3,0.55585
2010-04-11,DKI4,0.497725
2010-04-11,DKI5,0.44327500000000003
2010-04-12,DKI1,0.20553749999999998
2010-04-12,DKI2,0.25034375000000003
2010-04-12,DKI3,0.5554125
2010-04-12,DKI4,0.49458125
2010-04-12,DKI5,0.43859375
2010-04-13,DKI1,0.202125
2010-04-13,DKI2,0.24551250000000002
2010-04-13,DKI3,0.554975
2010-04-13,DKI4,0.49143749999999997
2010-04-13,DKI5,0.43391250000000003
2010-04-14,DKI1,0.19871250000000001
2010-04-14,DKI2,0.24068125
2010-04-14,DKI3,0.5545375
2010-04-14,DKI4,0.48829374999999997
2010-04-14,DKI5,0.42923125
2010-04-15,DKI1,0.1953
2010-04-15,DKI2,0.23585
2010-04-15,DKI3,0.5541
2010-04-15,DKI4,0.48514999999999997
2010-04-15,DKI5,0.42455
2010-04-16,DKI1,0.1918875
2010-04-16,DKI2,0.23101875
2010-04-16,DKI3,0.5536625
2010-04-16,DKI4,0.48200625
2010-04-16,DKI5,0.41986875
2010-04-17,DKI1,0.188475
2010-04-17,DKI2,0.22618749999999999
2010-04-17,DKI3,0.553225
2010-04-17,DKI4,0.4788625
2010-04-17,DKI5,0.4151875
2010-04-18,DKI1,0.18506250000000002
2010-04-18,DKI2,0.22135625
2010-04-18,DKI3,0.5527875
2010-04-18,DKI4,0.47571875
2010-04-18,DKI5,0.41050625
2010-04-19,DKI1,0.18165
2010-04-19,DKI2,0.216525
2010-04-19,DKI3,0.55235
2010-04-19,DKI4,0.472575
2010-04-19,DKI5,0.405825
2010-04-20,DKI1,0.1782375
2010-04-20,DKI2,0.21169374999999999
2010-04-20,DKI3,0.5519125
2010-04-20,DKI4,0.46943125
2010-04-20,DKI5,0.40114375
2010-04-21,DKI1,0.174825
2010-04-21,DKI2,0.2068625
2010-04-21,DKI3,0.5514749999999999
2010-04-21,DKI4,0.4662875
2010-04-21,DKI5,0.3964625
2010-04-22,DKI1,0.17141250000000002
2010-04-22,DKI2,0.20203125
2010-04-22,DKI3,0.5510375
2010-04-22,DKI4,0.46314375
2010-04-22,DKI5,0.39178124999999997
2010-04-23,DKI1,0.168
2010-04-23,DKI2,0.1972
2010-04-23,DKI3,0.5506
2010-04-23,DKI4,0.46
2010-04-23,DKI5,0.3871
2010-04-24,DKI1,0.17039375
2010-04-24,DKI2,0.19984375
2010-04-24,DKI3,0.5512874999999999
2010-04-24,DKI4,0.46733125000000003
2010-04-24,DKI5,0.39001875
2010-04-25,DKI1,0.1727875
2010-04-25,DKI2,0.2024875
2010-04-25,DKI3,0.551975
2010-04-25,DKI4,0.47466250000000004
2010-04-25,DKI5,0.3929375
2010-04-26,DKI1,0.17518125
2010-04-26,DKI2,0.20513125
2010-04-26,DKI3,0.5526625
2010-04-26,DKI4,0.48199375
2010-04-26,DKI5,0.39585625
2010-04-27,DKI1,0.177575
2010-04-27,DKI2,0.207775
2010-04-27,DKI3,0.55335
2010-04-27,DKI4,0.489325
2010-04-27,DKI5,0.398775
2010-04-28,DKI1,0.17996875
2010-04-28,DKI2,0.21041875
2010-04-28,DKI3,0.5540375
2010-04-28,DKI4,0.49665625
2010-04-28,DKI5,0.40169375
2010-04-29,DKI1,0.1823625
2010-04-29,DKI2,0.2130625
2010-04-29,DKI3,0.554725
2010-04-29,DKI4,0.5039875
2010-04-29,DKI5,0.4046125
2010-04-30,DKI1,0.18475625
2010-04-30,DKI2,0.21570625
2010-04-30,DKI3,0.5554125
2010-04-30,DKI4,0.51131875
2010-04-30,DKI5,0.40753125
2010-05-01,DKI1,0.18715
2010-05-01,DKI2,0.21835
2010-05-01,DKI3,0.5561
2010-05-01,DKI4,0.51865
2010-05-01,DKI5,0.41045
2010-05-02,DKI1,0.18954375
2010-05-02,DKI2,0.22099375
2010-05-02,DKI3,0.5567875
2010-05-02,DKI4,0.5259812500000001
2010-05-02,DKI5,0.41336875
2010-05-03,DKI1,0.1919375
2010-05-03,DKI2,0.2236375
2010-05-03,DKI3,0.5574749999999999
2010-05-03,DKI4,0.5333125000000001
2010-05-03,DKI5,0.41628750000000003
2010-05-04,DKI1,0.19433125
2010-05-04,DKI2,0.22628125
2010-05-04,DKI3,0.5581625
2010-05-04,DKI4,0.5406437500000001
2010-05-04,DKI5,0.41920625
2010-05-05,DKI1,0.196725
2010-05-05,DKI2,0.228925
2010-05-05,DKI3,0.55885
2010-05-05,DKI4,0.547975
2010-05-05,DKI5,0.42212500000000003
2010-05-06,DKI1,0.19911875
2010-05-06,DKI2,0.23156875
2010-05-06,DKI3,0.5595375
2010-05-06,DKI4,0.55530625
2010-05-06,DKI5,0.42504375
2010-05-07,DKI1,0.2015125
2010-05-07,DKI2,0.2342125
2010-05-07,DKI3,0.560225
2010-05-07,DKI4,0.5626375
2010-05-07,DKI5,0.4279625
2010-05-08,DKI1,0.20390625
2010-05-08,DKI2,0.23685625
2010-05-08,DKI3,0.5609125
2010-05-08,DKI4,0.56996875
2010-05-08,DKI5,0.43088125
2010-05-09,DKI1,0.2063
2010-05-09,DKI2,0.2395
2010-05-09,DKI3,0.5616
2010-05-09,DKI4,0.5773
2010-05-09,DKI5,0.4338
2010-05-10,DKI1,0.20061875
2010-05-10,DKI2,0.23963125
2010-05-10,DKI3,0.55145
2010-05-10,DKI4,0.56531875
2010-05-10,DKI5,0.433975
2010-05-11,DKI1,0.1949375
2010-05-11,DKI2,0.2397625
2010-05-11,DKI3,0.5413
2010-05-11,DKI4,0.5533375
2010-05-11,DKI5,0.43415000000000004
2010-05-12,DKI1,0.18925625000000001
2010-05-12,DKI2,0.23989375
2010-05-12,DKI3,0.53115
2010-05-12,DKI4,0.54135625
2010-05-12,DKI5,0.434325
2010-05-13,DKI1,0.18357500000000002
2010-05-13,DKI2,0.240025
2010-05-13,DKI3,0.521
2010-05-13,DKI4,0.529375
2010-05-13,DKI5,0.4345
2010-05-14,DKI1,0.17789375000000002
2010-05-14,DKI2,0.24015625
2010-05-14,DKI3,0.51085
2010-05-14,DKI4,0.51739375
2010-05-14,DKI5,0.43467500000000003
2010-05-15,DKI1,0.1722125
2010-05-15,DKI2,0.2402875
2010-05-15,DKI3,0.5007
2010-05-15,DKI4,0.5054125
2010-05-15,DKI5,0.43485
2010-05-16,DKI1,0.16653125000000002
2010-05-16,DKI2,0.24041875
2010-05-16,DKI3,0.49055
2010-05-16,DKI4,0.49343125
2010-05-16,DKI5,0.435025
2010-05-17,DKI1,0.16085
2010-05-17,DKI2,0.24054999999999999
2010-05-17,DKI3,0.4804
2010-05-17,DKI4,0.48145000000000004
2010-05-17,DKI5,0.43520000000000003
2010-05-18,DKI1,0.15516875000000002
2010-05-18,DKI2,0.24068125
2010-05-18,DKI3,0.47025
2010-05-18,DKI4,0.46946875
2010-05-18,DKI5,0.435375
2010-05-19,DKI1,0.1494875
2010-05-19,DKI2,0.2408125
2010-05-19,DKI3,0.4601
2010-05-19,DKI4,0.45748750000000005
2010-05-19,DKI5,0.43555
2010-05-20,DKI1,0.14380625
2010-05-20,DKI2,0.24094375
2010-05-20,DKI3,0.44994999999999996
2010-05-20,DKI4,0.44550625
2010-05-20,DKI5,0.435725
2010-05-21,DKI1,0.138125
2010-05-21,DKI2,0.241075
2010-05-21,DKI3,0.43979999999999997
2010-05-21,DKI4,0.433525
2010-05-21,DKI5,0.4359
2010-05-22,DKI1,0.13244375
2010-05-22,DKI2,0.24120625
2010-05-22,DKI3,0.42965
2010-05-22,DKI4,0.42154375
2010-05-22,DKI5,0.436075
2010-05-23,DKI1,0.1267625
2010-05-23,DKI2,0.2413375
2010-05-23,DKI3,0.4195
2010-05-23,DKI4,0.4095625
2010-05-23,DKI5,0.43624999999999997
2010-05-24,DKI1,0.12108125
2010-05-24,DKI2,0.24146875
2010-05-24,DKI3,0.40935
2010-05-24,DKI4,0.39758125
2010-05-24,DKI5,0.436425
2010-05-25,DKI1,0.1154
2010-05-25,DKI2,0.2416
2010-05-25,DKI3,0.3992
2010-05-25,DKI4,0.3856
2010-05-25,DKI5,0.4366
2010-05-26,DKI1,0.12234375
2010-05-26,DKI2,0.24303125
2010-05-26,DKI3,0.41069374999999997
2010-05-26,DKI4,0.3941
2010-05-26,DKI5,0.43701249999999997
2010-05-27,DKI1,0.1292875
2010-05-27,DKI2,0.2444625
2010-05-27,DKI3,0.4221875
2010-05-27,DKI4,0.4026
2010-05-27,DKI5,0.437425
2010-05-28,DKI1,0.13623125
2010-05-28,DKI2,0.24589375000000002
2010-05-28,DKI3,0.43368125
2010-05-28,DKI4,0.41109999999999997
2010-05-28,DKI5,0.4378375
2010-05-29,DKI1,0.143175
2010-05-29,DKI2,0.24732500000000002
2010-05-29,DKI3,0.445175
2010-05-29,DKI4,0.4196
2010-05-29,DKI5,0.43825
2010-05-30,DKI1,0.15011875
2010-05-30,DKI2,0.24875625
2010-05-30,DKI3,0.45666874999999996
2010-05-30,DKI4,0.4281
2010-05-30,DKI5,0.4386625
2010-05-31,DKI1,0.1570625
2010-05-31,DKI2,0.2501875
2010-05-31,DKI3,0.4681625
2010-05-31,DKI4,0.4366
2010-05-31,DKI5,0.439075
2010-06-01,DKI1,0.16400625000000002
2010-06-01,DKI2,0.25161875
2010-06-01,DKI3,0.47965625
2010-06-01,DKI4,0.4451
2010-06-01,DKI5,0.4394875
2010-06-02,DKI1,0.17095
2010-06-02,DKI2,0.25305
2010-06-02,DKI3,0.49115
2010-06-02,DKI4,0.4536
2010-06-02,DKI5,0.43989999999999996
2010-06-03,DKI1,0.17789375000000002
2010-06-03,DKI2,0.25448125
2010-06-03,DKI3,0.50264375
2010-06-03,DKI4,0.46209999999999996
